system   I             system.c:242  al_install_system                [   0.00000] Allegro version: 5.1.13 (WIP)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.01846] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.01847] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.01878] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.01878] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.01908] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.01908] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.01941] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.01942] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.01970] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.01971] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02001] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02002] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02031] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02032] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02064] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02064] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02094] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02095] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02124] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02125] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02156] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02157] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02187] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02187] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02217] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02218] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02247] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02248] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02281] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02283] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02311] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02312] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02341] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02342] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02374] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02375] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02404] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02405] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02435] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02435] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02466] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02467] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02497] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02498] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02527] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02528] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02561] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02561] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02595] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02596] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02626] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02627] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02656] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02656] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02687] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02688] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02718] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02719] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02748] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02748] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02778] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02779] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02811] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02812] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02841] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02842] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02874] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02875] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02904] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02905] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02935] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02935] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02964] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02965] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.02995] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.02995] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03028] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03029] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03058] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03059] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03089] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03089] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03118] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03119] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03149] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03150] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03179] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03180] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03210] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03210] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03242] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03243] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03272] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03273] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03303] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03304] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03335] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03341] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03370] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03373] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03404] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03406] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03437] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03439] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03469] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03470] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03500] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03500] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03532] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03532] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03562] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03563] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03592] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03592] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03624] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03625] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03656] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03657] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03686] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03686] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03716] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03717] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03747] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03748] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03778] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03779] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03808] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03809] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03826] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03830] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03857] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03858] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03889] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03890] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03918] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03919] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03937] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03938] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.03972] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.03974] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04003] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04004] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04033] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04034] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04064] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04065] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04095] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04096] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04128] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04129] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04158] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04159] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04189] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04190] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04220] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04221] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04252] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04253] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04282] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04283] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04312] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04315] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04349] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04351] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04379] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04380] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04409] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04410] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04439] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04440] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04469] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04470] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04500] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04501] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04531] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04531] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04566] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04567] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04597] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04598] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04627] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04627] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04657] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04658] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04687] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04688] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04718] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04719] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04749] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04750] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04785] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04787] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04814] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04817] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04845] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04846] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04876] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04877] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04906] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04907] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04936] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04937] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04966] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04967] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.04997] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.04998] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.05028] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.05029] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.05059] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  28.05060] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  28.05091] _al_d3d_sync_bitmap (system) ref count == 1
